hotel_id,hotel_name,city,province,area,latitude,longitude,hotel_type,price_range,rating,review_count,amenities,nearby_attractions,tags,description,other_details
H0095,Solukhumbu Plaza,Solukhumbu,1,Central Solukhumbu,27.682241,85.3064,Lodge,7900-13600 NPR,4.6,2839,Spa; Pet Friendly; Bike Rental; Conference Hall; Swimming Pool; Lake View,Lukla,Arts and Entertainment; Landmarks; wellness,"Solukhumbu Plaza is a lodge in Central Solukhumbu, Solukhumbu. Features include Spa, Pet Friendly, Bike Rental, Conference Hall. Close to Lukla.","{""best_time"": ""Oct-Apr"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""Arts and Entertainment"", ""Landmarks"", ""wellness""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0096,Soaltee Hotel,Kathmandu,3,Baudhanath stupa,27.690236,85.350723,Cottage,4200-8800 NPR,4.9,1318,Room Service; Lake View; Bar; Restaurant; Bonfire,Baudhanath stupa,wellness; statues; wildlife; Temple; spiritual,"Soaltee Hotel is a cottage in Baudhanath stupa, Kathmandu. Features include Room Service, Lake View, Bar, Restaurant. Close to Baudhanath stupa.","{""best_time"": ""All Year"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""wellness"", ""statues"", ""wildlife""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0097,Kailali Grand Hotel - 97,Kailali,7,Ghoda Ghodi lake,27.697434,85.284444,Cottage,3700-5000 NPR,3.6,4064,Wake-up Service; Bonfire; Mountain View; Conference Hall; Free WiFi; Swimming Pool; Bar,Ghoda Ghodi lake,wildlife; mountain-view; lake; natural beauty,"Kailali Grand Hotel - 97 is a cottage in Ghoda Ghodi lake, Kailali. Features include Wake-up Service, Bonfire, Mountain View, Conference Hall. Close to Ghoda Ghodi lake.","{""best_time"": ""Oct-Apr"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""wildlife"", ""mountain-view"", ""lake""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0098,Banke Lodge - 98,Banke,5,Central Banke,27.704217,85.281679,Hostel,3200-4900 NPR,4.1,3699,Laundry; Tour Desk; Swimming Pool; Spa; Room Service; Family Rooms; Restaurant,Bageshwori Temple,peaceful; sculptures; birdwatching; temple; hindu,"Banke Lodge - 98 is a hostel in Central Banke, Banke. Features include Laundry, Tour Desk, Swimming Pool, Spa. Close to Bageshwori Temple.","{""best_time"": ""All Year"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""peaceful"", ""sculptures"", ""birdwatching""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0099,Nuwakot/Dhading Palace,Nuwakot/Dhading,3,Central Nuwakot/Dhading,27.672415,85.272335,Lodge,7400-15600 NPR,4.3,1230,Bike Rental; Spa; Lake View; Room Service; Restaurant; Family Rooms; Mountain View,Trishuli River ,rafting; trekking; culture; river; trekking-base; wildlife,"Nuwakot/Dhading Palace is a lodge in Central Nuwakot/Dhading, Nuwakot/Dhading. Features include Bike Rental, Spa, Lake View, Room Service. Close to Trishuli River .","{""best_time"": ""Oct-May"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""rafting"", ""trekking"", ""culture""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0100,Hotel Narayani,Chitwan,3,Tharu Cultural Program,27.552945,84.347101,Boutique Hotel,4200-9800 NPR,4.7,228,Bonfire; Laundry; Room Service; Free Parking; Breakfast Included; Wake-up Service; Airport Shuttle,Tharu Cultural Program,Local cuisine; heritage; local-experience; Cultural dance; adventure,"Hotel Narayani is a boutique hotel in Tharu Cultural Program, Chitwan. Features include Bonfire, Laundry, Room Service, Free Parking. Close to Tharu Cultural Program.","{""best_time"": ""All Year"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""Local cuisine"", ""heritage"", ""local-experience""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0101,Gandaki Grand Hotel,Gandaki,4,Central Gandaki,27.681447,85.296462,Luxury Hotel,2000-9300 NPR,4.5,3371,Tour Desk; Bonfire; Breakfast Included; Spa; Bike Rental; Bar; Laundry,Annapurna Circuit Trek,trekking; hills; landmarks; mountains; hiking; spiritual,"Gandaki Grand Hotel is a luxury hotel in Central Gandaki, Gandaki. Features include Tour Desk, Bonfire, Breakfast Included, Spa. Close to Annapurna Circuit Trek.","{""best_time"": ""Sep-Nov, Mar-May"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""trekking"", ""hills"", ""landmarks""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0102,Rolpa Inn,Rolpa,5,Central Rolpa,27.701988,85.302776,Homestay,5800-14200 NPR,3.8,2029,Conference Hall; Mountain View; Free Parking; Tour Desk; Wake-up Service,Bibang Daha,near-temple; scenary; trekking-base; hill; hiking; spiritual,"Rolpa Inn is a homestay in Central Rolpa, Rolpa. Features include Conference Hall, Mountain View, Free Parking, Tour Desk. Close to Bibang Daha.","{""best_time"": ""Mar–May, Sep–Nov"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""near-temple"", ""scenary"", ""trekking-base""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0103,Bajhang Inn,Bajhang,7,Central Bajhang,27.7133,85.287267,Cottage,6300-13100 NPR,4.8,3242,Spa; Mountain View; Breakfast Included; Tour Desk; Airport Shuttle,khaptad region,wellness; mountain-view; natural beauty; wildlife; lake,"Bajhang Inn is a cottage in Central Bajhang, Bajhang. Features include Spa, Mountain View, Breakfast Included, Tour Desk. Close to khaptad region.","{""best_time"": ""Oct-Mar"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""wellness"", ""mountain-view"", ""natural beauty""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0104,Bajhang Palace - 104,Bajhang,7,Central Bajhang,27.725981,85.31177,Budget Hotel,1700-6100 NPR,3.9,4360,Wake-up Service; Free Parking; Breakfast Included; Swimming Pool,Ramaroshan,scenery; trekking-base; wildlife; spiritual; lake,"Bajhang Palace - 104 is a budget hotel in Central Bajhang, Bajhang. Features include Wake-up Service, Free Parking, Breakfast Included, Swimming Pool. Close to Ramaroshan.","{""best_time"": ""Oct-Mar"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""scenery"", ""trekking-base"", ""wildlife""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0105,Siraha Plaza - 105,Siraha,2,Central Siraha,27.725746,85.294414,Eco-Lodge,4700-8500 NPR,4.6,2363,Mountain View; Breakfast Included; Airport Shuttle; Free Parking; Tour Desk,Kamala River,river; eco-friendly,"Siraha Plaza - 105 is a eco-lodge in Central Siraha, Siraha. Features include Mountain View, Breakfast Included, Airport Shuttle, Free Parking. Close to Kamala River.","{""best_time"": ""Oct-Mar"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""river"", ""eco-friendly""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0106,Nuwakot Grand Hotel,Nuwakot,3, Kakani ,27.699723,85.326197,Homestay,8000-9100 NPR,3.5,4662,Swimming Pool; Lake View; Mountain View; Hiking Tours; Bike Rental; Bonfire; Conference Hall, Kakani ,biking; picnic spot; cycling; hiking; farm,"Nuwakot Grand Hotel is a homestay in Kakani , Nuwakot. Features include Swimming Pool, Lake View, Mountain View, Hiking Tours. Close to Kakani .","{""best_time"": ""Oct-Apr"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""biking"", ""picnic spot"", ""cycling""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0107,Darchula Hotel - 107,Darchula,7,"jauljibi,dharchula",27.67975,85.297535,Homestay,6700-10200 NPR,3.5,2771,Room Service; Bar; Restaurant; Family Rooms; Guide Services,"jauljibi,dharchula",rivers; historical; heritage; budget; scenery; sightseeing; trekking-base,"Darchula Hotel - 107 is a homestay in jauljibi,dharchula, Darchula. Features include Room Service, Bar, Restaurant, Family Rooms. Close to jauljibi,dharchula.","{""best_time"": ""Apr–Jun, Sep–Nov"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""rivers"", ""historical"", ""heritage""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0108,Saptari Plaza,Saptari,2,Central Saptari,27.72615,85.27041,Luxury Hotel,2700-10500 NPR,4.6,2710,Room Service; Wake-up Service; Free WiFi; Laundry; Pet Friendly,"Vishnu Temple, Saptari",family-friendly; temple; hindu; lakeside; luxury,"Saptari Plaza is a luxury hotel in Central Saptari, Saptari. Features include Room Service, Wake-up Service, Free WiFi, Laundry. Close to Vishnu Temple, Saptari.","{""best_time"": ""Oct-Mar"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""family-friendly"", ""temple"", ""hindu""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0109,Surkhet Hotel - 109,Surkhet,6,Central Surkhet,27.725386,85.323268,Homestay,6500-8900 NPR,4.5,2426,Tour Desk; Free Parking; Wake-up Service; Spa; Bonfire,Bulbule,wellness; garden; boating; park; lake,"Surkhet Hotel - 109 is a homestay in Central Surkhet, Surkhet. Features include Tour Desk, Free Parking, Wake-up Service, Spa. Close to Bulbule.","{""best_time"": ""All Year"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""wellness"", ""garden"", ""boating""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0110,Rukum Lodge,Rukum,5,Central Rukum,27.715441,85.31812,Guesthouse,7000-11600 NPR,4.5,4890,Bike Rental; Hiking Tours; Wake-up Service,Rukumkot,peaceful; trekking; temple; budget; pond; hill; lake; luxury,"Rukum Lodge is a guesthouse in Central Rukum, Rukum. Features include Bike Rental, Hiking Tours, Wake-up Service. Close to Rukumkot.","{""best_time"": ""Mar–May, Sep–Nov"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""peaceful"", ""trekking"", ""temple""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0111,Jhapa Heritage Hotel,Jhapa,1,Pindeshwor temple,27.7022,85.279872,Hostel,4400-6800 NPR,4.5,4787,Airport Shuttle; Bike Rental; Hiking Tours; Breakfast Included; Room Service; Spa,Pindeshwor temple,Landmarks; wellness; Tour; family-friendly; terai; eco-friendly; hiking,"Jhapa Heritage Hotel is a hostel in Pindeshwor temple, Jhapa. Features include Airport Shuttle, Bike Rental, Hiking Tours, Breakfast Included. Close to Pindeshwor temple.","{""best_time"": ""Oct-Apr"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""Landmarks"", ""wellness"", ""Tour""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0112,Bajura Resort,Bajura,7,Bajura (Badimalika Temple),27.671306,85.285267,Resort,6900-11000 NPR,4.4,381,Pet Friendly; Airport Shuttle; Conference Hall; Breakfast Included; Tour Desk; Bonfire,Bajura (Badimalika Temple),meadows; Trekking to hilltop shrine; remote pilgrimage site; wildlife; camping,"Bajura Resort is a resort in Bajura (Badimalika Temple), Bajura. Features include Pet Friendly, Airport Shuttle, Conference Hall, Breakfast Included. Close to Bajura (Badimalika Temple).","{""best_time"": ""Aug (festival) & Sept–Oct"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""meadows"", ""Trekking to hilltop shrine"", ""remote pilgrimage site""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0113,Gulmi Plaza,Gulmi,5,Central Gulmi,27.7287,85.308753,Luxury Hotel,3900-10600 NPR,4.2,3102,Airport Shuttle; Conference Hall; Spa; Pet Friendly; Swimming Pool; Restaurant,Narayansthan,heritage; river; temple; scenery; adventure; hiking; hill,"Gulmi Plaza is a luxury hotel in Central Gulmi, Gulmi. Features include Airport Shuttle, Conference Hall, Spa, Pet Friendly. Close to Narayansthan.","{""best_time"": ""All Year"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""heritage"", ""river"", ""temple""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0114,Tigerland Safari Resort,Chitwan,3,Central Chitwan,27.53178,84.368146,Luxury Hotel,5200-11900 NPR,4.7,2037,Pet Friendly; Spa; Laundry; Bar; Swimming Pool; Breakfast Included,Chitlang VDC and Stupa of Chaitya Lhown(Ashoka Era),buddhist; temple; eco-friendly; romantic; hindu; statues; lakeside,"Tigerland Safari Resort is a luxury hotel in Central Chitwan, Chitwan. Features include Pet Friendly, Spa, Laundry, Bar. Close to Chitlang VDC and Stupa of Chaitya Lhown(Ashoka Era).","{""best_time"": ""All Year"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""buddhist"", ""temple"", ""eco-friendly""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0115,Dwarika's Hotel - 115,Kathmandu,3,Dhaaraapani (Dhungedhaaraa),27.723067,85.336197,Resort,2800-4000 NPR,4.1,1929,Bar; Breakfast Included; Spa; Bike Rental; Mountain View; Free Parking; Guide Services,Dhaaraapani (Dhungedhaaraa),culture; temple; local-experience; statues; trekking-base; pond,"Dwarika's Hotel - 115 is a resort in Dhaaraapani (Dhungedhaaraa), Kathmandu. Features include Bar, Breakfast Included, Spa, Bike Rental. Close to Dhaaraapani (Dhungedhaaraa).","{""best_time"": ""All Year"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""culture"", ""temple"", ""local-experience""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0116,Gorkha Hotel,Gorkha,4,Central Gorkha,28.005375,84.625814,Homestay,1300-4700 NPR,4.4,3509,Bonfire; Breakfast Included; Pet Friendly; Family Rooms; Bike Rental; Lake View; Room Service,Gorkha Durbar & Museum,palace; hills; history; temple; art; eco-friendly; hindu; adventure; hiking; museum,"Gorkha Hotel is a homestay in Central Gorkha, Gorkha. Features include Bonfire, Breakfast Included, Pet Friendly, Family Rooms. Close to Gorkha Durbar & Museum.","{""best_time"": ""Oct-Mar"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""palace"", ""hills"", ""history""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0117,Lamjung Lodge - 117,Lamjung,4,Central Lamjung,27.684458,85.283521,Budget Hotel,7400-15500 NPR,4.9,4617,Guide Services; Conference Hall; Bike Rental; Spa; Family Rooms; Free Parking,Dharme Beshi,trekking; hills; near-temple; village; trekking-base; hiking,"Lamjung Lodge - 117 is a budget hotel in Central Lamjung, Lamjung. Features include Guide Services, Conference Hall, Bike Rental, Spa. Close to Dharme Beshi.","{""best_time"": ""Oct-Mar"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""trekking"", ""hills"", ""near-temple""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0118,Terhathum Resort,Terhathum,1,Gajurmukhi,27.713475,85.281429,Homestay,3900-5000 NPR,4.8,1551,Conference Hall; Bar; Bonfire; Tour Desk; Lake View; Mountain View; Hiking Tours,Gajurmukhi,near-temple; river; religious shrine; temple,"Terhathum Resort is a homestay in Gajurmukhi, Terhathum. Features include Conference Hall, Bar, Bonfire, Tour Desk. Close to Gajurmukhi.","{""best_time"": ""Oct-Apr"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""near-temple"", ""river"", ""religious shrine""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0119,Bhaktapur Residency,Bhaktapur,3,Central Bhaktapur,27.696366,85.441538,Guesthouse,4000-8500 NPR,4.3,2328,Hiking Tours; Conference Hall; Pet Friendly; Mountain View; Laundry; Room Service,Gundu,wellness; hill; hiking; spiritual; luxury,"Bhaktapur Residency is a guesthouse in Central Bhaktapur, Bhaktapur. Features include Hiking Tours, Conference Hall, Pet Friendly, Mountain View. Close to Gundu.","{""best_time"": ""All Year"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""wellness"", ""hill"", ""hiking""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0120,Darchula Inn,Darchula,7,kali river,27.694836,85.303751,Guesthouse,6900-9800 NPR,3.5,4542,Room Service; Guide Services; Mountain View; Spa; Bar; Lake View; Swimming Pool,kali river,beauty; lakeside; cultural; culture,"Darchula Inn is a guesthouse in kali river, Darchula. Features include Room Service, Guide Services, Mountain View, Spa. Close to kali river.","{""best_time"": ""Apr–Jun, Sep–Nov"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""beauty"", ""lakeside"", ""cultural""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0121,Kailali Heritage Hotel,Kailali,7,Central Kailali,27.68544,85.319296,Eco-Lodge,4600-7800 NPR,4.6,2895,Spa; Conference Hall; Bonfire; Restaurant,Godawari Ram Temple,family-friendly; temple; local-experience; hindu; hiking,"Kailali Heritage Hotel is a eco-lodge in Central Kailali, Kailali. Features include Spa, Conference Hall, Bonfire, Restaurant. Close to Godawari Ram Temple.","{""best_time"": ""Oct-Apr"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""family-friendly"", ""temple"", ""local-experience""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0122,Terhathum Grand Hotel,Terhathum,1,Central Terhathum,27.720553,85.283886,Budget Hotel,900-5000 NPR,4.3,3067,Tour Desk; Wake-up Service; Bonfire,Tinjure hill,trekking; Hill; mountain; culture; romantic; spiritual,"Terhathum Grand Hotel is a budget hotel in Central Terhathum, Terhathum. Features include Tour Desk, Wake-up Service, Bonfire. Close to Tinjure hill.","{""best_time"": ""Oct-Apr"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""trekking"", ""Hill"", ""mountain""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0123,Annapurna Base Camp Lodge - 123,Pokhara,4,Central Pokhara,28.196084,84.014249,Resort,4900-12500 NPR,4.7,1478,Swimming Pool; Bike Rental; Spa,Ghandruk,near-temple; Cultural exploration; Village walk,"Annapurna Base Camp Lodge - 123 is a resort in Central Pokhara, Pokhara. Features include Swimming Pool, Bike Rental, Spa. Close to Ghandruk.","{""best_time"": ""Oct–Nov, Mar–May"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""near-temple"", ""Cultural exploration"", ""Village walk""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0124,Hotel Middle Path & Spa,Pokhara,4,Dhampus,28.203414,83.977983,Luxury Hotel,4600-9000 NPR,5.0,1860,Airport Shuttle; Breakfast Included; Wake-up Service; Family Rooms; Conference Hall,Dhampus,Photography; birdwatching; Village walk; Hiking; spiritual,"Hotel Middle Path & Spa is a luxury hotel in Dhampus, Pokhara. Features include Airport Shuttle, Breakfast Included, Wake-up Service, Family Rooms. Close to Dhampus.","{""best_time"": ""October-April"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""Photography"", ""birdwatching"", ""Village walk""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0125,Solukhumbu Grand Hotel,Solukhumbu,1,"Dole, Nepal",27.72072,85.308694,Lodge,5400-7500 NPR,4.8,358,Bar; Room Service; Bonfire; Laundry,"Dole, Nepal",Tour; Landmarks; budget; hills,"Solukhumbu Grand Hotel is a lodge in Dole, Nepal, Solukhumbu. Features include Bar, Room Service, Bonfire, Laundry. Close to Dole, Nepal.","{""best_time"": ""Oct-Apr"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""Tour"", ""Landmarks"", ""budget""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0126,Gorkha Heritage Hotel,Gorkha,4,Bhimsen Temple,28.029826,84.619869,Guesthouse,5600-8500 NPR,4.6,3272,Mountain View; Restaurant; Room Service,Bhimsen Temple,hindu; temple; culture,"Gorkha Heritage Hotel is a guesthouse in Bhimsen Temple, Gorkha. Features include Mountain View, Restaurant, Room Service. Close to Bhimsen Temple.","{""best_time"": ""Oct-Mar"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""hindu"", ""temple"", ""culture""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0127,Gulmi Heritage Hotel - 127,Gulmi,5,Central Gulmi,27.678397,85.329309,Boutique Hotel,4900-11100 NPR,3.6,3590,Airport Shuttle; Lake View; Family Rooms; Tour Desk,Durbar Devisthan,scenary; cultural; hill; mountain-view,"Gulmi Heritage Hotel - 127 is a boutique hotel in Central Gulmi, Gulmi. Features include Airport Shuttle, Lake View, Family Rooms, Tour Desk. Close to Durbar Devisthan.","{""best_time"": ""All Year"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""scenary"", ""cultural"", ""hill""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0128,Jumla Resort - 128,Jumla,6,Central Jumla,27.692526,85.281144,Cottage,6200-12900 NPR,3.6,2429,Airport Shuttle; Wake-up Service; Laundry; Spa,"Tatopani, Jumla ",adventure; heritage; pond,"Jumla Resort - 128 is a cottage in Central Jumla, Jumla. Features include Airport Shuttle, Wake-up Service, Laundry, Spa. Close to Tatopani, Jumla .","{""best_time"": ""All Year"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""adventure"", ""heritage"", ""pond""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0129,Tanahun Inn - 129,Tanahun,4,Tanahusur Durbar,27.688496,85.291595,Homestay,1600-4300 NPR,3.6,3540,Conference Hall; Wake-up Service; Bike Rental; Guide Services; Swimming Pool; Free WiFi,Tanahusur Durbar,palace; peaceful; trekking,"Tanahun Inn - 129 is a homestay in Tanahusur Durbar, Tanahun. Features include Conference Hall, Wake-up Service, Bike Rental, Guide Services. Close to Tanahusur Durbar.","{""best_time"": ""Oct-Mar"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""palace"", ""peaceful"", ""trekking""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0130,Lumbini Residency,Lumbini,5,Central Lumbini,27.701023,83.44734,Luxury Hotel,4000-5900 NPR,4.6,4593,Room Service; Bike Rental; Restaurant; Family Rooms,Kudan (Nyigrodharama Monastery Ruins),Heritage Walk; adventure; Photography,"Lumbini Residency is a luxury hotel in Central Lumbini, Lumbini. Features include Room Service, Bike Rental, Restaurant, Family Rooms. Close to Kudan (Nyigrodharama Monastery Ruins).","{""best_time"": ""Oct–Apr"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""Heritage Walk"", ""adventure"", ""Photography""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0131,Hotel Middle Path & Spa - 131,Pokhara,4,Davis Falls,28.189632,83.972158,Homestay,4800-6500 NPR,4.0,2030,Tour Desk; Wake-up Service; Bar; Hiking Tours; Swimming Pool; Spa,Davis Falls,romantic; waterfall; heritage,"Hotel Middle Path & Spa - 131 is a homestay in Davis Falls, Pokhara. Features include Tour Desk, Wake-up Service, Bar, Hiking Tours. Close to Davis Falls.","{""best_time"": ""Oct-Apr"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""romantic"", ""waterfall"", ""heritage""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0132,Parbat Lodge,Parbat,4,Mirmi Hydro dam,27.690084,85.318929,Cottage,1900-7300 NPR,4.0,1655,Lake View; Restaurant; Family Rooms; Wake-up Service; Mountain View; Bonfire,Mirmi Hydro dam,heritage; river; trekking-base; lakeside; dam,"Parbat Lodge is a cottage in Mirmi Hydro dam, Parbat. Features include Lake View, Restaurant, Family Rooms, Wake-up Service. Close to Mirmi Hydro dam.","{""best_time"": ""Oct-Mar"", ""booking_note"": ""Contact hotel for seasonal packages."", ""recommended_for"": [""heritage"", ""river"", ""trekking-base""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
